X,Y,OBJECTID,LDTC_TypeDescription,LDLI_Category,Library,Branch,SecondaryName,LDLI_Address1,LDLI_City,LDLI_State,LDLI_Zip,LDLI_County,LDLI_AddPhones,LDLI_FAX,LDLI_email,LDLI_URL,Longitude,Latitude,GlobalID
-120.49168,46.5882500000001,317,Public Libraries,District,Yakima Valley Libraries,Southeast Yakima Community Library,,1211 S 7th St,Yakima,WA,98901-3509,Yakima,(509) 576-0723,5095760723,se@yvl.org,http://www.yvl.org,-120.49168,46.58825,{2FC50C07-7C84-41E0-82D5-6F8E0A4B9C69}
-120.01192,46.32106,318,Public Libraries,District,Yakima Valley Libraries,Sunnyside Community Library,,621 Grant Ave,Sunnyside,WA,98944-2220,Yakima,(509) 837-3234,5098373234,ss@yvl.org,http://www.yvl.org,-120.01192,46.32106,{B6E7ED67-CA8E-4D2A-AF74-95AFF8AB3A56}
-120.44629,46.60724,319,Public Libraries,District,Yakima Valley Libraries,Terrace Heights Community Library,,4011 Commonwealth Rd,Yakima,WA,98901-1248,Yakima,(509) 457-5319,5094575319,th@yvl.org,http://www.yvl.org,-120.44629,46.60724,{6CF4E55A-0CF3-43BD-94EC-7696FD5B2CC6}
-118.34714,46.04799,320,Public Libraries,District,Walla Walla County Rural Library District,Plaza Library,,1640 Plaza Way,Walla Walla,WA,99362,Walla Walla,(509) 525-5161,5098760076,,http://www.wwrurallibrary.com/branches/plaza,-118.34714,46.04799,{8A0A36F0-25D8-4829-A33D-23AC50D08FD3}
-120.1903006,46.3459919000001,321,Public Libraries,District,Yakima Valley Libraries,Granger Community Library,,508 Sunnyside Avenue,Granger,WA,98932-0797,Yakima,(509) 854-1446,5098541446,gr@yvl.org,http://www.yvl.org,-120.1903006,46.3459919,{4C67309E-9E7A-46D8-BDB8-7E12B59032B2}
-122.25947,48.99807,322,Public Libraries,District,Whatcom County Library System,Sumas Public Library,,461 2nd St,Sumas,WA,98295-0215,Whatcom,(360) 988-2501,,,http://www.wcls.org,-122.25947,48.99807,{0C4D0A6F-8644-4E80-A3FE-954DDB8E8482}
-122.31948,47.4081200000001,323,Public Libraries,District,King County Library System,Des Moines Library,,21620 11th Ave S,Des Moines,WA,98198-6317,King,(206) 824-6066,,,http://www.kcls.org/desmoines/,-122.31948,47.40812,{20C1BECF-9F58-4166-B998-43AAB351EA3A}
-122.12177,47.3590100000001,324,Public Libraries,District,King County Library System,Covington Library,,27100 164th Ave SE,Covington,WA,98042,King,(253) 630-8761,,,http://www.kcls.org/covington/,-122.12177,47.35901,{28AB2EB4-5EB7-4B6F-9539-0DEC3EC72B32}
-122.54019,48.82987,325,Public Libraries,District,Whatcom County Library System,Whatcom County Library System,,5205 Northwest Dr,Bellingham,WA,98226-9050,Whatcom,360-305-3600,,,http://www.wcls.org,-122.54019,48.82987,{A9EA9F27-6528-4D11-AECE-092F1C3505A1}
-122.74935,48.99472,326,Public Libraries,District,Whatcom County Library System,Blaine Library,,610 3rd St,Blaine,WA,98230-4022,Whatcom,(360) 305-3637,,,http://www.wcls.org/,-122.74935,48.99472,{A3F9879E-FDA7-4D60-9A4D-1199E9DE334C}
-122.21423,48.8244300000001,327,Public Libraries,District,Whatcom County Library System,Deming Library,,5044 Mt Baker Hwy,Deming,WA,98244-0357,Whatcom,(360) 592-2422,,,http://www.wcls.org/catalog,-122.21423,48.82443,{B26296E6-08EC-4DF0-93D0-EA0E627CC0CC}
-122.34174,48.91956,328,Public Libraries,District,Whatcom County Library System,Everson McBeath Community Library,,104 Kirsch Dr,Everson,WA,98247-0250,Whatcom,(360) 966-5100,,,http://www.wcls.org/,-122.34174,48.91956,{012F755B-7AB9-418C-8BD1-BCF5F06785A5}
-122.59712,48.8482100000001,329,Public Libraries,District,Whatcom County Library System,Ferndale Public Library,,2125 Main Street,Ferndale,WA,98247,Whatcom,(360) 384-3647,,,http://www.wcls.org/,-122.59712,48.84821,{4600138B-5D74-4750-8294-FD490A1B31BB}
-122.68334,48.7195600000001,330,Public Libraries,District,Whatcom County Library System,Island Library,,2144 S Nugent Rd,Lummi Island,WA,98262-0090,Whatcom,(360) 758-7145,,,http://www.wcls.org/,-122.68334,48.71956,{E2E3B2DB-6979-4E61-A1D8-923C22E7CAC6}
-117.07648,46.9098000000001,331,Public Libraries,District,Whitman County Rural Library District,Palouse Branch Library,,120 E Main,Palouse,WA,99161-0168,Whitman,(509) 878-1513,,palouse@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.07648,46.9098,{075C214C-2D51-43C0-A714-0CDCE3573136}
-122.27376,47.7870300000001,332,Public Libraries,District,Sno-Isle Libraries,Brier Library,,23303 Brier Rd,Brier,WA,98036-8247,Snohomish,(425) 483-0888,4254871880,,http://www.sno-isle.org/locations/brier/,-122.27376,47.78703,{C7B80E31-69E8-429D-910A-8340A15B618B}
-120.73093,46.38185,333,Public Libraries,District,Yakima Valley Libraries,White Swan Community Library,,391 1st Street,White Swan,WA,98952-0151,Yakima,(509) 874-2060,,wh@yvl.org,http://www.yvl.org,-120.73093,46.38185,{BF8A385A-4351-416B-BEA1-A8CE48C8D676}
-121.98576,47.7403200000001,334,Public Libraries,District,King County Library System,Duvall Library,,15508 Main St NE,Duvall,WA,98019-0339,King,(425) 788-1173,,,https://kcls.org/locations/1503/,-121.98576,47.74032,{5D1F4709-B87D-4FA5-8482-56EA68D6A7FD}
-122.3245,48.7136600000001,335,Public Libraries,District,Whatcom County Library System,South Whatcom Library,,10 Barn View Ct,Bellingham,WA,98229,Whatcom,(360) 305-3632,,,www.wcls.org,-122.3245,48.71366,{DA8449B8-550C-46D4-9A49-1EA3D6A08C00}
-117.36479,46.88082,336,Public Libraries,District,Whitman County Rural Library District,Whitman County Rural Library District,,102 S Main St,Colfax,WA,99111-1863,Whitman,(509) 397-4366,5093976156,info@whitco.lib.wa.us,http://www.whitco.lib.wa.us,-117.36479,46.88082,{1CDE5AAF-A02D-42DB-95BE-E0013DDCA79E}
-117.2498116,46.7937163,337,Public Libraries,District,Whitman County Rural Library District,Albion Branch Library,,310 F St,Albion,WA,99102-0009,Whitman,(509) 338-9641,,albion@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.2498116,46.7937163,{64EC39D1-22BE-49D4-A062-296AD43324D9}
-117.1278123,46.5680031000001,338,Public Libraries,District,Whitman County Rural Library District,Colton Branch Library,,706 Broadway Ave.,Colton,WA,99113-0166,Whitman,(509) 229-3887,,colton@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.1278123,46.5680031,{A9F2447B-6656-40B4-AC3D-657DB67145B0}
-117.6849,46.9276100000001,339,Public Libraries,District,Whitman County Rural Library District,Endicott Branch Library,,324 E St,Endicott,WA,99125-0127,Whitman,(509) 657-3429,,endicott@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.6849,46.92761,{78ADE13E-9F7A-4F50-BF5A-12F64D1ADBF5}
-117.045525,47.090219,340,Public Libraries,District,Whitman County Rural Library District,Farmington Branch Library,,E 203 Main,Farmington,WA,99128-0096,Whitman,(509) 287-2035,,farmington@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.045525,47.090219,{988F3DF9-4A09-4CCD-9A16-04CF49843E91}
-117.14082,47.0075820000001,341,Public Libraries,District,Whitman County Rural Library District,Garfield Branch Library,,109 N 3rd,Garfield,WA,99130-0474,Whitman,(509) 635-1490,,garfield@whitco.lib.wa.us,http://www.whitco.lib.wa.us/locationsandhours,-117.14082,47.007582,{34DFF4E0-31E2-4D79-B003-BFDC20734D07}
-122.4526,48.94525,342,Public Libraries,District,Whatcom County Library System,Lynden Public Library,,216 4th St,Lynden,WA,98264-1980,Whatcom,(360) 354-4883,,,http://www.wcls.org,-122.4526,48.94525,{D91204F9-4476-4FF6-A036-810313FE7E8F}
-117.63283,48.06251,343,Public Libraries,District,Libraries of Stevens County,Loon Lake Library,,4008 Cedar Street,Loon Lake,WA,99148-0744,Stevens,(509) 233-3016,,,http://www.thelosc.org/loonlake,-117.63283,48.06251,{80B41F40-4958-4226-8EFB-5445D7F8CE14}
-120.75508,46.70279,344,Public Libraries,District,Yakima Valley Libraries,Tieton Community Library,,418 Maple Rd.,Tieton,WA,98947-0395,Yakima,(509) 673-2621,5096732621,ti@yvl.org,http://www.yvl.org,-120.75508,46.70279,{F72FFBA4-5FED-495B-8BDE-FA69CB5417E2}
-121.97583,45.63798,345,Public Libraries,District,Fort Vancouver Regional Libraries,North Bonneville Community Library,,214 CBD Mall  (inside City Hall),North Bonneville,WA,98639,Skamania,(509) 427-4439,,,http://www.fvrl.org,-121.97583,45.63798,{670A7B4B-1996-4F44-A011-EBDAA2B509BC}
-122.58563,45.65633,346,Public Libraries,District,Fort Vancouver Regional Libraries,The Mall Library Connection,,"8700 NE Vancouver Mall Drive, Suite 285",Vancouver,WA,98662,Clark,(360) 906-5000,,,http://www.fvrl.org,-122.58563,45.65633,{FCA2D024-67BC-4253-ABEE-C2017E6F8F1A}
-120.82327,45.8200200000001,347,Public Libraries,District,Fort Vancouver Regional Libraries,Goldendale Community Library,,131 W Burgen Street,Goldendale,WA,98620,Klickitat,(509) 773-4487,,,http://www.fvrl.org,-120.82327,45.82002,{15FE2036-DDAF-4D24-8758-95948DF8C2BB}
-122.53587,45.6258300000001,348,Public Libraries,District,Fort Vancouver Regional Libraries,Cascade Park Community Library,,600 NE 136th Avenue,Vancouver,WA,98684,Clark,(360) 906-5000,,rellis@fvrl.org,http://www.fvrl.org,-122.53587,45.62583,{C898504C-45FB-445C-955B-A34916318B74}
-122.52401,45.77462,349,Public Libraries,District,Fort Vancouver Regional Libraries,Battle Ground Community Library,,1207 SE 8th Way,Battle Ground,WA,98604,Clark,(360) 906-5000,,,http://www.fvrl.org,-122.52401,45.77462,{C3587B62-2791-4B56-9667-69A447327932}
,,350,Public Libraries,District,Fort Vancouver Regional Libraries,Fort Vancouver Regional Libraries,,Operations Center,Vancouver,WA,98663,Clark,3609065000,3606932681,,http://www.fvrl.org,,,{01B03901-62D5-4952-876E-8AD7206CC512}
-117.7209,48.27734,351,Public Libraries,District,Libraries of Stevens County,Chewelah Public Library,,311 E Clay Ave,Chewelah,WA,99109-8936,Stevens,(509) 935-6805,,,http://www.thelosc.org/chewelah,-117.7209,48.27734,{9AF630FE-D746-4D09-928E-30F6F6E7567F}
-121.8818,45.6952600000001,352,Public Libraries,District,Fort Vancouver Regional Libraries,Stevenson Community Library,,120 NW Vancouver Avenue,Stevenson,WA,98648-0818,Skamania,(509) 427-5471,,,http://www.fvrl.org,-121.8818,45.69526,{603E1E0F-A70E-4116-87B0-29031CB45C70}
-118.05614,48.60765,353,Public Libraries,District,Libraries of Stevens County,Kettle Falls Public Library,,605 Meyers St,Kettle Falls,WA,99141-0478,Stevens,(509) 738-6817,,,http://www.thelosc.org/kettlefalls,-118.05614,48.60765,{70900A87-1B9C-49B3-8259-1248407CA51F}
-122.66873,45.6284800000001,354,Public Libraries,District,Fort Vancouver Regional Libraries,Vancouver Community Library,,901 C Street,Vancouver,WA,98660,Clark,(360) 906-5000,,,http://www.fvrl.org,-122.66873,45.62848,{43D79F56-BF10-45AC-BD0F-CFBABB02DF89}
-117.63283,48.06251,355,Public Libraries,District,Libraries of Stevens County,Libraries of Stevens County,,4008 Cedar St,Loon Lake,WA,99148-0744,Stevens,(509) 233-9621,5093813499,lncirc@scrld.org,http://thelosc.org/home,-117.63283,48.06251,{789DCDAD-E0AF-4537-BCCA-03DAA0F2152E}
-118.2041152,48.115714,356,Public Libraries,District,Libraries of Stevens County,Hunters Public Library,,Hunters Senior Center,Hunters,WA,99137,Stevens,(509) 722-3877,,,http://www.thelosc.org/hunters,-118.2041152,48.115714,{B77B90CB-A54F-475E-BDD9-6BA9BD49683C}
-117.8139097,48.8159609000001,357,Public Libraries,District,Libraries of Stevens County,Onion Creek Library Station,,Onion Creek Store,Colville,WA,99114,Stevens,(509) 738-6817,,,http://www.thelosc.org/onioncreek,-117.8139097,48.8159609,{7F697055-B67C-47AB-A994-4077859553B5}
-117.78395,48.91506,358,Public Libraries,District,Libraries of Stevens County,Northport Community Library,,521 Center Ave,Northport,WA,99157,Stevens,(509) 732-8929,,,http://www.thelosc.org/northport,-117.78395,48.91506,{24EE24E1-37E1-425D-A31B-BFA0EA3C6131}
-117.56267,47.81095,359,Public Libraries,District,Libraries of Stevens County,Lakeside Community Library,,5919 Highway 291,Nine Mile Falls,WA,99026,Stevens,(509) 315-8339,,,http://www.thelosc.org/lakeside,-117.56267,47.81095,{699E32DD-6740-486B-AE33-8DC2561CA508}
-117.0529915,46.3401493000001,360,Public Libraries,District,Asotin County Library,Asotin Branch Library,Asotin High School Library,215 2nd St,Asotin,WA,99402,Asotin,(509) 243-6010,,yourlibrary@aclib.org,www.asotincountylibrary.org,-117.0529915,46.3401493,{BC0DA6F4-0B4D-4F45-A306-F8DBC4BC5073}
-117.97683,46.3205800000001,361,Public Libraries,District,Columbia County Rural Library District,Columbia County Rural Library District,,111 S. 3rd Street,Dayton,WA,99328-0074,Columbia,509-382-4131,5093821059,info@daytonml.org,https://www.ccrld.lib.wa.us,-117.97683,46.32058,{9A74162A-E916-4C9F-9C7F-9B33B292E531}
-122.22904,48.5042700000001,362,Public Libraries,District,Central Skagit Rural Partial County Library District,Central Skagit Rural Partial County Library District,,820 Ball St,Sedro-Woolley,WA,98284-2008,Skagit,(360) 755-3985 ext.2,3608994250,admin@centralskagitlibrary.org,http://www.centralskagitlibrary.org,-122.22904,48.50427,{4D7D01B2-8C8B-47F8-9838-3D4BD1D98269}
-117.90473,48.54344,363,Public Libraries,District,Libraries of Stevens County,Colville Public Library,,195 S Oak St,Colville,WA,99114-2845,Stevens,(509) 684-6620,,,http://www.thelosc.org/colville,-117.90473,48.54344,{9C6F9139-D8F3-4F97-B4B2-5077376FD304}
-122.32087,47.3155800000001,364,Public Libraries,District,King County Library System,Federal Way 320th Library,,848 S 320th St,Federal Way,WA,98003-5346,King,(253) 839-0257,,,https://kcls.org/locations/1505/,-122.32087,47.31558,{AE15C570-2A4C-4E90-9BAB-1C5B66C9C3CC}
-120.25939,46.4013600000001,365,Public Libraries,District,Yakima Valley Libraries,Zillah Community Library,,109 7th Street,Zillah,WA,98953-0448,Yakima,(509) 829-6707,5098296707,zi@yvl.org,http://www.yvl.org,-120.25939,46.40136,{D5D2ED0D-050D-47C3-8A56-7803BADE5DB6}
-120.50426,46.60438,366,Public Libraries,District,Yakima Valley Libraries,Yakima Central Library,,102 N 3rd Street,Yakima,WA,98901-2705,Yakima,(509) 452-8541,5095753408,yak@yvl.org,http://www.yvl.org,-120.50426,46.60438,{56AB2415-A8E5-4088-9DFC-F3BBCCD93870}
-120.60361,46.5948100000001,367,Public Libraries,District,Yakima Valley Libraries,West Valley Community Library,,223 South 72nd Ave,Yakima,WA,98908,Yakima,509-966-7070,5099663966,wv@yvl.org,http://www.yvl.org,-120.60361,46.59481,{8DE7FBFD-AC80-4065-8602-3483178CC956}
-121.91215,47.6504600000001,368,Public Libraries,District,King County Library System,Carnation Library,,4804 Tolt Ave,Carnation,WA,98014-1263,King,(425) 333-4398,,https://kcls.org/locations/1496/,http://www.kcls.org/carnation/,-121.91215,47.65046,{45485496-FE37-46D4-A99B-37FE03EFE1DD}
-122.33961,47.46714,369,Public Libraries,District,King County Library System,Burien Library,,400 SW 152nd Street,Burien,WA,98166-1908,King,(206) 243-3490,,,http://www.kcls.org/burien/,-122.33961,47.46714,{064F6217-C811-4544-A3D1-7D9D50B0C897}
-122.30786,47.4952500000001,370,Public Libraries,District,King County Library System,Boulevard Park Library,,12015 Roseberg Ave South,Burien,WA,98168,King,(206) 242-8662,,,http://www.kcls.org/boulevardpark/,-122.30786,47.49525,{5EF20FCB-D149-4CFD-99BD-41A0ACA4CA97}
-122.2104,47.7603100000001,371,Public Libraries,District,King County Library System,Bothell Library,,18215 98th Ave NE,Bothell,WA,98011-3336,King,(425) 486-7811,4254872361,,http://www.kcls.org/bothell/,-122.2104,47.76031,{9CF52BEC-2B6F-4B9B-8C22-EB5F9CA9A11E}
-122.01256,47.3119,372,Public Libraries,District,King County Library System,Black Diamond Library,,24707 Roberts Drive,Black Diamond,WA,98010,King,(360) 886-1105,,,http://www.kcls.org/blackdiamond/,-122.01256,47.3119,{D261CF57-8A9D-4DB9-9E16-1CB223659ADA}
-122.74582,45.8169,373,Public Libraries,District,Fort Vancouver Regional Libraries,Ridgefield Community Library,,210 N Main Avenue,Ridgefield,WA,98642-0547,Clark,(360) 906-4770,,,http://www.fvrl.org,-122.74582,45.8169,{ACD650A4-CEAA-4DE9-93B7-FE146B7EE26E}
-122.2536,47.27162,374,Public Libraries,District,King County Library System,Algona-Pacific Library,,255 Ellingson Road,Pacific,WA,98047-1526,King,(253) 833-3554,2537357884,,http://www.kcls.org/algonapacific/,-122.2536,47.27162,{73BB8BAD-5BB6-4EBD-A04F-340919F090A6}
-123.07734,48.9847100000001,375,Public Libraries,District,Whatcom County Library System,Point Roberts Library,,1431 Gulf Rd,Point Roberts,WA,98281-0970,Whatcom,(360) 945-6545,,,http://www.wcls.org,-123.07734,48.98471,{8D684FEB-EA82-40A2-B96B-5CAD65D13EA8}
-122.05029,47.5402300000001,376,Public Libraries,District,King County Library System,King County Library System,,960 Newport Way NW,Issaquah,WA,98027-2702,King,425-369-3200,4253693255,,http://www.kcls.org,-122.05029,47.54023,{5D4365F2-7640-4057-9289-7239043A2ED1}
-122.4065194,45.8666454,377,Public Libraries,District,Fort Vancouver Regional Libraries,Yacolt Library Express,Old Yacolt Town Hall,105 E. Yacolt Rd,Yacolt,WA,98675,Clark,360-906-5000,,,www.fvrl.org,-122.4065194,45.8666454,{6E2035ED-1CD6-498C-80CA-38FC28ED00E4}
-122.65721,45.8622100000001,378,Public Libraries,District,Fort Vancouver Regional Libraries,La Center Community Library,,1411 NE Lockwood Creek Road,La Center,WA,98629,Clark,(360) 906-4760,,,www.fvrl.org,-122.65721,45.86221,{D660523F-9F3B-4D17-AD99-623997AC2367}
-122.38059,45.9959500000001,379,Public Libraries,District,Fort Vancouver Regional Libraries,Yale Valley Library District,,11842 Lewis River Road,Ariel,WA,98603,Cowlitz,(360) 906-5000,,,http://www.fvrl.org,-122.38059,45.99595,{945AF79E-FBE5-48AC-801D-0660F2497E97}
-122.66488,45.7215,380,Public Libraries,District,Fort Vancouver Regional Libraries,Three Creeks Community Library,,800-C NE Tenney Road,Vancouver,WA,98685,Clark,(360) 906-4790,,,http://www.fvrl.org,-122.66488,45.7215,{443CB2BA-24B4-45FC-B2B8-42E44ABA27E2}
-122.74729,45.90378,381,Public Libraries,District,Fort Vancouver Regional Libraries,Woodland Community Library,,770 Park Street,Woodland,WA,98674,Cowlitz,(360) 906-4830,,,http://www.fvrl.org,-122.74729,45.90378,{B5A8464E-BF02-4ABE-83E3-21F877415D41}
-121.48291,45.72763,382,Public Libraries,District,Fort Vancouver Regional Libraries,White Salmon Valley Community Library,,77 NE Wauna Avenue,White Salmon,WA,98672,Klickitat,(509) 493-1132,,,http://www.fvrl.org,-121.48291,45.72763,{9D03B8A0-2FC1-4893-8A8A-C218EC0043CF}
-122.35406,45.5793800000001,383,Public Libraries,District,Fort Vancouver Regional Libraries,Washougal Community Library,,1661 C Street,Washougal,WA,98671,Clark,(360) 906-4860,,,http://www.fvrl.org,-122.35406,45.57938,{4E10F48D-3EC7-48FC-A8EE-1A3CDA2D8385}
-122.19431,47.6201,384,Public Libraries,District,King County Library System,Bellevue Library,,1111 110th Ave NE,Bellevue,WA,98004-4515,King,(425) 450-1765,4254502468,,https://kcls.org/locations/1492/,-122.19431,47.6201,{36542276-19BA-40F2-81F4-59557646B3E5}
-117.10587,47.69994,385,Public Libraries,District,Spokane County Library District,Otis Orchards Library,,22324 E Wellesley Ave,Otis Orchards,WA,99027-9336,Spokane,(509) 893-8390,5098938482,otcirc@scld.org,http://www.scld.org,-117.10587,47.69994,{2699BCC7-912A-47A5-B447-A8A9EA272BAC}
-122.1852834,48.1502075000001,386,Public Libraries,District,Sno-Isle Libraries,Lakewood/Smokey Point,Suites ABC,3411 169th Place NE,Arlington,WA,98223,Snohomish,(360) 651-0774,3606512393,,https://www.sno-isle.org/locations/lakewood-smokeypoint/,-122.1852834,48.1502075,{791EDB5C-1058-43C3-BB29-4B6B34AFD690}
-117.28193,47.69642,387,Public Libraries,District,Spokane County Library District,Spokane County Library District,,4322 N Argonne Rd,Spokane,WA,99212-1868,Spokane,509-893-8200,5098938472,admin@scld.org,http://www.scld.org,-117.28193,47.69642,{2F485D8D-292C-4035-BBCA-1391BDF3C5AB}
-117.59267,47.6444500000001,388,Public Libraries,District,Spokane County Library District,Airway Heights Library,,1213 S Lundstrom St,Airway Heights,WA,99001-9000,Spokane,(509) 893-8250,5098938473,ahcirc@scld.org,http://www.scld.org,-117.59267,47.64445,{3DA4B110-7066-4361-BF7A-E637C3254F43}
-117.28193,47.69642,389,Public Libraries,District,Spokane County Library District,Argonne Library,,4322 N Argonne Rd,Spokane,WA,99212-1853,Spokane,(509) 893-8260,5098938474,arcirc@scld.org,http://www.scld.org,-117.28193,47.69642,{4186C4AD-1F09-4ACF-AE57-0D1BB2FB55FF}
-117.57436,47.48855,390,Public Libraries,District,Spokane County Library District,Cheney Library,,610 1st St,Cheney,WA,99004-1652,Spokane,(509) 893-8280,5098938475,chcirc@scld.org,http://www.scld.org,-117.57436,47.48855,{58945DCA-CB06-4F7C-B0E1-12DD8AE67D04}
-117.46085,47.9521,391,Public Libraries,District,Spokane County Library District,Deer Park Library,,208 S Forest Ave,Deer Park,WA,99006-0729,Spokane,(509) 893-8300,5098938476,dpcirc@scld.org,http://www.scld.org,-117.46085,47.9521,{9B9A5AEE-A04A-432D-81C3-790583844A78}
-122.13838,48.91785,392,Public Libraries,District,Whatcom County Library System,North Fork Community Library,,7506 Kendall Rd,Maple Falls,WA,98266,Whatcom,(360) 599-2020,,,www.wcls.org,-122.13838,48.91785,{EF8C4182-C990-40E4-8878-8083ACB012CB}
-122.20292,47.67576,393,Public Libraries,District,King County Library System,Kirkland Library,,308 Kirkland Ave,Kirkland,WA,98033-6221,King,(425) 822-2459,,,http://www.kcls.org/kirkland/,-122.20292,47.67576,{B49E2C9A-FD61-452F-B8E0-1776339E9558}
-118.71974,46.3111500000001,394,Public Libraries,District,Walla Walla County Rural Library District,Vista Hermosa Library,,76 Sara Lynne Ln,Prescott,WA,99348-0658,Walla Walla,(509) 749-2099,,,http://www.wwrurallibrary.com/branches/vistahermosa,-118.71974,46.31115,{22F6F114-4264-46AD-B43D-7F060E380EA5}
-122.35948,47.97761,395,Public Libraries,District,Sno-Isle Libraries,Clinton Library,,4781 Deer Lake Rd,Clinton,WA,98236-0530,Island,(360) 341-4280,3603412989,,http://www.sno-isle.org/locations/clinton/,-122.35948,47.97761,{9A455442-7EE9-4731-91EE-D6FA965CC1ED}
-117.24339,47.6585700000001,396,Public Libraries,District,Spokane County Library District,Spokane Valley Library,,12004 E Main Ave,Spokane Valley,WA,99206-5114,Spokane,509-893-8400,5098938483,svcirc@scld.org,http://www.scld.org,-117.24339,47.65857,{3D78CBE3-1897-4015-A999-8474A8886BF5}
-117.3696,47.5994900000001,397,Public Libraries,District,Spokane County Library District,Moran Prairie Library,,6004 S Regal St,Spokane,WA,99223-6949,Spokane,(509) 893-8340,5098938480,mpcirc@scld.org,http://www.scld.org,-117.3696,47.59949,{95806CC1-D703-4A0C-ACF0-E40D48CB2C0C}
-117.20811,47.6739400000001,398,Public Libraries,District,Spokane County Library District,The BookEnd,,"14700 E Indiana Ave, Ste 2084",Spokane Valley,WA,99216,Spokane,(509) 893-8275,,,scld.org,-117.20811,47.67394,{87D2E389-684A-4B2B-9280-C0B588E9E6AD}
-122.11302,47.2433300000001,399,Public Libraries,District,King County Library System,Muckleshoot Library,,39917 Auburn-Enumclaw Rd. SE,Auburn,WA,98092,King,(253) 931-6779,,,http://www.kcls.org/muckleshoot/,-122.11302,47.24333,{7CD7646C-6FA4-451F-AD1C-B09B50039F66}
-122.22115,47.5669,400,Public Libraries,District,King County Library System,Mercer Island Library,,4400 88th Ave SE,Mercer Island,WA,98040-4148,King,(206) 236-3537,,,http://www.kcls.org/mercerisland/,-122.22115,47.5669,{0B393804-E347-4FFF-89D9-0F181C4D9D79}
-122.0485,47.3799700000001,401,Public Libraries,District,King County Library System,Maple Valley Library,,21844 SE 248th St,Maple Valley,WA,98038-8582,King,(425) 432-4620,,,http://www.kcls.org/maplevalley/,-122.0485,47.37997,{A5977497-86F2-4F19-B9C8-B2B893A3E76F}
-122.13139,47.60355,402,Public Libraries,District,King County Library System,Lake Hills Library,,15590 Lake Hills Blvd,Bellevue,WA,98007-5928,King,425-747-3350,,,https://kcls.org/locations/1522/,-122.13139,47.60355,{68822F10-202F-40FD-B153-A589E6C14A18}
-122.28006,47.7542100000001,403,Public Libraries,District,King County Library System,Lake Forest Park Library,,"17171 Bothell Way NE, Suite A134",Lake Forest Park,WA,98155-4228,King,(206) 362-8860,,,https://kcls.org/locations/1521,-122.28006,47.75421,{DF1FA3AD-F982-4107-A3E4-0E24DCA3F4A2}
-117.67886,47.5712500000001,404,Public Libraries,District,Spokane County Library District,Medical Lake Library,,321 E Herb St,Medical Lake,WA,99022-0249,Spokane,(509) 893-8330,5098938479,mlcirc@scld.org,http://www.scld.org,-117.67886,47.57125,{5EDC6977-FB66-45EF-B186-30B5FB59AB03}
-121.98357,47.8487900000001,405,Public Libraries,District,Sno-Isle Libraries,Monroe Library,,1070 Village Way,Monroe,WA,98272-2035,Snohomish,(360) 794-7851,3607940292,,http://www.sno-isle.org/locations/monroe/,-121.98357,47.84879,{2A96C76F-77F2-4C1B-857C-A3EF60289FED}
-122.68854,48.21932,406,Public Libraries,District,Sno-Isle Libraries,Coupeville Library,,788 NW Alexander St.,Coupeville,WA,98239-0745,Island,(360) 678-4911,3606785261,,http://www.sno-isle.org/locations/coupeville/,-122.68854,48.21932,{3BA060C2-1666-4851-AC9F-A1BB0F009EE7}
-121.604,48.2546800000001,407,Public Libraries,District,Sno-Isle Libraries,Darrington Library,,1005 Cascade St,Darrington,WA,98241-0025,Snohomish,(360) 436-1600,3604361659,,http://www.sno-isle.org/locations/darrington/,-121.604,48.25468,{66BBB95D-EA7E-497F-AD01-35C27A65E658}
-122.37289,47.81028,408,Public Libraries,District,Sno-Isle Libraries,Edmonds Library,,650 Main St,Edmonds,WA,98020-3056,Snohomish,(425) 771-1933,4257711977,,http://www.sno-isle.org/locations/edmonds/,-122.37289,47.81028,{3BB51269-E426-4BD3-90B0-ADF0D32BD1B3}
-122.52361,48.0117300000001,409,Public Libraries,District,Sno-Isle Libraries,Freeland Library,,5495 Harbor Ave,Freeland,WA,98249-1357,Island,(360) 331-7323,3603311572,,http://www.sno-isle.org/locations/freeland/,-122.52361,48.01173,{C2A5A1C8-6E75-43E8-9B4E-817559172F6A}
-121.95872,48.0823500000001,410,Public Libraries,District,Sno-Isle Libraries,Granite Falls Library,,815 E Galena St,Granite Falls,WA,98252-8472,Snohomish,(360) 691-6087,3606915533,,http://www.sno-isle.org/locations/granitefalls/,-121.95872,48.08235,{884F4185-3537-4A2D-BC5F-F615B62B5695}
-122.06455,48.01401,411,Public Libraries,District,Sno-Isle Libraries,Lake Stevens Library,,1804 Main St,Lake Stevens,WA,98258-0217,Snohomish,(425) 334-1900,4253349487,,http://www.sno-isle.org/locations/lakestevens/,-122.06455,48.01401,{ACA01F29-3FB9-48B0-939D-4AD1AEBB0EC2}
